IDs
BBE_AST_2726_000005
BBE_AST_2726_000010
BBE_AST_2726_000011
BBE_AST_2726_000013
BBE_AST_2726_000014
BBE_AST_2726_000016
BBE_AST_2726_000018
BBE_AST_2726_000020
BBE_AST_2726_000021
BBE_AST_2726_000023
BBE_AST_2726_000024
BBE_AST_2726_000026
BBE_AST_2726_000028
BBE_AST_2726_000030
BBE_AST_2726_000033
BBE_AST_2726_000035
BBE_AST_2726_000037
BBE_AST_2726_000038
BBE_AST_2726_000039
BBE_AST_2726_000040
BBE_AST_2726_000042
BBE_AST_2726_000043
BBE_AST_2726_000045
BBE_AST_2726_000046
BBE_AST_2726_000047
BBE_AST_2726_000050
BBE_AST_2726_000051
BBE_AST_2726_000052
BBE_AST_2726_000054
BBE_AST_2726_000055
BBE_AST_2726_000059
BBE_AST_2726_000060
BBE_AST_2726_000063
BBE_AST_2726_000065
BBE_AST_2726_000069
BBE_AST_2726_000071
BBE_AST_2726_000072
BBE_AST_2726_000074
BBE_AST_2726_000079
BBE_AST_2726_000080
BBE_AST_2726_000083
BBE_AST_2726_000086
BBE_AST_2726_000087
BBE_AST_2726_000090
BBE_AST_2726_000092
BBE_AST_2726_000095
BBE_AST_2726_000097
BBE_AST_2726_000099
BBE_AST_2726_000102
BBE_AST_2726_000104
BBE_AST_2726_000106
BBE_AST_2726_000108
BBE_AST_2726_000110
BBE_AST_2726_000112
BBE_AST_2726_000114
BBE_AST_2726_000115
BBE_AST_2726_000116
BBE_AST_2726_000118
BBE_AST_2726_000120
BBE_AST_2726_000122
BBE_AST_2726_000126
BBE_AST_2726_000127
BBE_AST_2726_000129
BBE_AST_2726_000131
BBE_AST_2726_000132
BBE_AST_2726_000133
BBE_AST_2726_000136
BBE_AST_2726_000138
BBE_AST_2726_000140
BBE_AST_2726_000143
BBE_AST_2726_000145
BBE_AST_2726_000148
BBE_AST_2726_000152
BBE_AST_2726_000154
BBE_AST_2726_000156
BBE_AST_2726_000158
BBE_AST_2726_000160
BBE_AST_2726_000162
BBE_AST_2726_000164
BBE_AST_2726_000165
BBE_AST_2726_000167
BBE_AST_2726_000169
BBE_AST_2726_000175
BBE_AST_2726_000176
BBE_AST_2726_000178
BBE_AST_2726_000179
BBE_AST_2726_000181
BBE_AST_2726_000182
BBE_AST_2726_000184
BBE_AST_2726_000186
BBE_AST_2726_000187
BBE_AST_2726_000189
BBE_AST_2726_000191
BBE_AST_2726_000192
BBE_AST_2726_000195
BBE_AST_2726_000197
BBE_AST_2726_000198
BBE_AST_2726_000200
BBE_AST_2726_000203
BBE_AST_2726_000204
BBE_AST_2726_000207
BBE_AST_2726_000209
BBE_AST_2726_000211
BBE_AST_2726_000214
BBE_AST_2726_000217
BBE_AST_2726_000220
BBE_AST_2726_000222
BBE_AST_2726_000223
BBE_AST_2726_000224
BBE_AST_2726_000226
BBE_AST_2726_000228
BBE_AST_2726_000230
BBE_AST_2726_000231
BBE_AST_2726_000233
BBE_AST_2726_000234
BBE_AST_2726_000236
BBE_AST_2726_000237
BBE_AST_2726_000241
BBE_AST_2726_000242
BBE_AST_2726_000245
BBE_AST_2726_000247
BBE_AST_2726_000251
BBE_AST_2726_000254
BBE_AST_2726_000259
BBE_AST_2726_000260
BBE_AST_2726_000261
BBE_AST_2726_000263
BBE_AST_2726_000265
BBE_AST_2726_000266
BBE_AST_2726_000270
BBE_AST_2726_000272
BBE_AST_2726_000273
BBE_AST_2726_000275
BBE_AST_2726_000278
BBE_AST_2726_000279
BBE_AST_2726_000282
BBE_AST_2726_000283
BBE_AST_2726_000285
BBE_AST_2726_000286
BBE_AST_2726_000290
BBE_AST_2726_000294
BBE_AST_2726_000296
BBE_AST_2726_000297
BBE_AST_2726_000298
BBE_AST_2726_000301
BBE_AST_2726_000303
BBE_AST_2726_000304
BBE_AST_2726_000305
BBE_AST_2726_000306
BBE_AST_2726_000307
BBE_AST_2726_000311
BBE_AST_2726_000313
BBE_AST_2726_000314
BBE_AST_2726_000315
BBE_AST_2726_000319
BBE_AST_2726_000321
BBE_AST_2726_000323
BBE_AST_2726_000324
BBE_AST_2726_000326
BBE_AST_2726_000328
BBE_AST_2726_000332
BBE_AST_2726_000334
BBE_AST_2726_000335
BBE_AST_2726_000337
BBE_AST_2726_000338
BBE_AST_2726_000340
BBE_AST_2726_000342
BBE_AST_2726_000344
BBE_AST_2726_000346
BBE_AST_2726_000347
BBE_AST_2726_000350
BBE_AST_2726_000351
BBE_AST_2726_000352
BBE_AST_2726_000354
BBE_AST_2726_000357
BBE_AST_2726_000360
BBE_AST_2726_000362
BBE_AST_2726_000363
BBE_AST_2726_000365
BBE_AST_2726_000366
BBE_AST_2726_000368
BBE_AST_2726_000372
BBE_AST_2726_000374
BBE_AST_2726_000376
BBE_AST_2726_000378
BBE_AST_2726_000380
BBE_AST_2726_000382
BBE_AST_2726_000385
BBE_AST_2726_000386
BBE_AST_2726_000387
BBE_AST_2726_000388
BBE_AST_2726_000390
BBE_AST_2726_000392
BBE_AST_2726_000393
BBE_AST_2726_000395
BBE_AST_2726_000397
BBE_AST_2726_000398
BBE_AST_2726_000400
BBE_AST_2726_000403
BBE_AST_2726_000406
BBE_AST_2726_000409
BBE_AST_2726_000410
BBE_AST_2726_000412
BBE_AST_2726_000414
BBE_AST_2726_000415
BBE_AST_2726_000417
BBE_AST_2726_000419
BBE_AST_2726_000422
BBE_AST_2726_000424
BBE_AST_2726_000426
BBE_AST_2726_000428
BBE_AST_2726_000431
BBE_AST_2726_000433
BBE_AST_2726_000436
BBE_AST_2726_000438
BBE_AST_2726_000439
BBE_AST_2726_000444
BBE_AST_2726_000447
BBE_AST_2726_000449
BBE_AST_2726_000451
BBE_AST_2726_000453
BBE_AST_2726_000454
BBE_AST_2726_000456
BBE_AST_2726_000458
BBE_AST_2726_000459
BBE_AST_2726_000461
BBE_AST_2726_000463
BBE_AST_2726_000464
BBE_AST_2726_000467
BBE_AST_2726_000469
BBE_AST_2726_000472
BBE_AST_2726_000474
BBE_AST_2726_000477
BBE_AST_2726_000479
BBE_AST_2726_000481
BBE_AST_2726_000482
BBE_AST_2726_000483
BBE_AST_2726_000488
BBE_AST_2726_000493
BBE_AST_2726_000495
BBE_AST_2726_000497
BBE_AST_2726_000499
BBE_AST_2726_000501
BBE_AST_2726_000503
BBE_AST_2726_000505
BBE_AST_2726_000507
BBE_AST_2726_000509
BBE_AST_2726_000511
BBE_AST_2726_000512
BBE_AST_2726_000514
BBE_AST_2726_000516
BBE_AST_2726_000517
BBE_AST_2726_000520
BBE_AST_2726_000521
BBE_AST_2726_000524
BBE_AST_2726_000527
BBE_AST_2726_000529
BBE_AST_2726_000532
BBE_AST_2726_000535
BBE_AST_2726_000537
BBE_AST_2726_000540
BBE_AST_2726_000542
BBE_AST_2726_000544
BBE_AST_2726_000546
BBE_AST_2726_000549
BBE_AST_2726_000551
BBE_AST_2726_000553
BBE_AST_2726_000554
BBE_AST_2726_000556
BBE_AST_2726_000558
BBE_AST_2726_000562
BBE_AST_2726_000565
BBE_AST_2726_000568
BBE_AST_2726_000570
BBE_AST_2726_000572
BBE_AST_2726_000574
BBE_AST_2726_000576
BBE_AST_2726_000578
BBE_AST_2726_000580
BBE_AST_2726_000583
BBE_AST_2726_000584
BBE_AST_2726_000586
BBE_AST_2726_000587
BBE_AST_2726_000590
BBE_AST_2726_000593
BBE_AST_2726_000595
BBE_AST_2726_000597
BBE_AST_2726_000598
BBE_AST_2726_000603
BBE_AST_2726_000605
BBE_AST_2726_000607
BBE_AST_2726_000609
BBE_AST_2726_000611
BBE_AST_2726_000613
BBE_AST_2726_000615
BBE_AST_2726_000616
